,id,age,gender,gender[other],experiencePacman,experienceAI2[6],experienceAI2[1],experienceAI2[2],experienceAI2[3],experienceAI2[4],experienceAI2[5],experienceAI2[other],outcomeAI[1],condition,retrospection1[1],retrospection1[2],retrospection1[3],retrospection1[4],retrospection1[5],retrospection1[6],slider0,slider1,slider2,slider3,slider4,Intention1,RetrospectionConf1[predictConf1],UsedCounterfactual1,retrospection2[1],retrospection2[2],retrospection2[3],retrospection2[4],retrospection2[5],retrospection2[6],slider5,slider6,slider7,slider8,slider9,Intention2,RetrospectionConf2[predictConf1],UsedCounterfactual2,retrospection3[1],retrospection3[2],retrospection3[3],retrospection3[4],retrospection3[5],retrospection3[6],slider10,slider11,slider12,slider13,slider14,Intention3,RetrospectionConf3[predictConf1],UsedCounterfactual3,explSatisfaction1[1],explSatisfaction1[2],explSatisfaction1[3],explSatisfaction1[4],comment1,sliderLeft0,sliderRight0,sliderLeft1,sliderRight1,sliderLeft2,sliderLeft3,sliderRight3,sliderLeft4,sliderRight4,sliderRight2,trustPoints1,trustSurvive1,trustConfidence1[confidence1],trustUsedCF1,sliderLeft5,sliderRight5,sliderLeft6,sliderRight6,sliderLeft7,sliderLeft8,sliderRight8,sliderLeft9,sliderRight9,sliderRight7,trustPoints2,trustSurvive2,trustConfidence2[confidence1],trustUsedCF2,sliderLeft10,sliderRight10,sliderLeft11,sliderRight11,sliderLeft12,sliderLeft13,sliderRight13,sliderLeft14,sliderRight14,sliderRight12,trustPoints3,trustSurvive3,trustConfidence3[confidence1],trustUsedCF3,explSatisfaction2[1],explSatisfaction2[2],explSatisfaction2[3],explSatisfaction2[4],comment2,bonus,retroTime,trustTime,totalTime,retrospection1Goal,retrospection1Points,retrospection1Pacman,retrospection2Goal,retrospection2Points,retrospection2Pacman,retrospection3Goal,retrospection3Points,retrospection3Pacman,trustPoints1correct,trustSurvive1correct,trustPoints2correct,trustPoints3correct,trustSurvive3correct,agent1_slider_sum,agent2_slider_sum,agent3_slider_sum,retroScoreTotal,retroGoalTotal,retroPacmanTotal,trustPointsTotal,trustSurviveTotal,trustTotal,trust1_slider_sum,trust2_slider_sum,trust3_slider_sum,retroSliders,trustSliders,explSatisfactionRetroAvg,explSatisfactionTrustAvg,used_Counterfactual_retro,used_Counterfactual_trust
18,86,43.0,1.0,,2.0,,Y,Y,,,,,4.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,It was going for the power pills so it could eat the ghosts.,7.0,,,Y,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,It was trying to eat as many power pills as possible.,5.0,,,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,It was trying to avoid the ghosts.,2.0,,2.0,1.0,5.0,2.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,2.0,2.0,5.0,2.0,,30.0,202.14,107.68,309.82,1,0,0,1,0,0,1,1,0,1,1,0,1,0,-5.0,-5.0,-5.0,1,3,0,2,1,3,-10.0,-10.0,-10.0,-15.0,-30.0,2.5,2.75,0.0,0.0
19,87,39.0,1.0,,3.0,,Y,Y,Y,,,,4.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,Get power pills and then eat blue ghosts,4.0,,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,Get power pills and eat ghosts,4.0,,Y,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,Allow ghosts to get close enough to be predictable and then move away,3.0,,3.0,3.0,4.0,3.0,n,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,5.0,,3.0,3.0,4.0,3.0,n,40.0,434.8,146.52,581.32,1,0,0,1,0,0,1,1,1,1,1,1,1,1,-5.0,-5.0,-5.0,1,3,1,3,2,5,-10.0,-10.0,-10.0,-15.0,-30.0,3.25,3.25,0.0,0.0
20,89,32.0,1.0,,3.0,,Y,,,,,,4.0,2,,Y,,,Y,,0.98,0.98,0.99,0.97,1.0,The AI is trying to take a route to get the most normal pills while avoiding the ghosts.,3.0,Y,,,Y,,,,1.0,1.0,0.99,1.0,1.0,The AI is prioritizing getting the power pills.,6.0,Y,,,,Y,,,0.99,1.0,1.0,1.0,0.98,The AI is trying to avoid getting hit by the ghosts,5.0,Y,3.0,3.0,4.0,4.0,No,0.88,0.69,0.86,0.98,1.0,0.93,0.91,0.97,1.0,0.9,1.0,1.0,5.0,Y,0.87,1.0,0.96,0.97,0.95,0.9,0.88,0.99,0.84,0.94,2.0,2.0,2.0,Y,1.0,0.97,0.59,0.64,0.69,0.87,0.95,0.95,1.0,-1.0,1.0,1.0,4.0,Y,4.0,4.0,4.0,4.0,no,35.0,272.34999999999997,170.32,442.66999999999996,1,0,0,1,1,0,1,1,0,1,0,0,1,0,4.92,4.99,4.970000000000001,2,3,0,2,0,2,9.120000000000001,9.299999999999999,6.66,14.88,25.080000000000002,3.5,4.0,3.0,3.0
21,91,40.0,1.0,,4.0,,Y,,,,,,3.0,2,,Y,,,Y,,1.0,1.0,1.0,1.0,1.0,The AI seems to want to eat more blue ghosts and also collect more nearby pills.,3.0,Y,,,,Y,Y,,1.0,1.0,1.0,1.0,1.0,The AI seems to want to primarily avoid the ghosts and also eat blue ghosts if they're nearby.,4.0,Y,,Y,,,,,1.0,1.0,1.0,1.0,1.0,The AI seems primarily focused on eating normal pills and isn't so worried about the ghosts or other objects.,2.0,Y,3.0,1.0,2.0,3.0,"I thought the counterfactuals were somewhat helpful, but they would have worked better if there were fewer or no artifacts that sometimes made it hard to tell exactly what the AI had chosen to do.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Y,3.0,2.0,2.0,3.0,"My opinions about the counterfactuals hasn't really changed since I first saw them. They are somewhat helpful, but they also contain errors that make me unsure of exactly what the AI is doing.",20.0,418.29,369.82000000000005,788.1100000000001,1,0,0,0,0,0,0,0,0,1,0,1,1,0,5.0,5.0,5.0,0,1,0,3,0,3,10.0,10.0,10.0,15.0,30.0,2.25,2.5,3.0,3.0
22,94,40.0,2.0,,4.0,Y,,,,,,,3.0,0,Y,Y,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,To go around and collect the pills.,6.0,,,Y,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,To collect the pills and to avoid the ghost.,5.0,,Y,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,To collect the pills and to keep away from the ghost.,3.0,,4.0,5.0,1.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,3.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,,3.0,2.0,4.0,4.0,,30.0,472.84999999999997,156.79000000000002,629.64,0,0,1,0,0,0,1,1,1,0,0,1,1,1,-5.0,-5.0,-5.0,1,1,2,2,1,3,-10.0,-10.0,-10.0,-15.0,-30.0,3.5,3.25,0.0,0.0
23,95,63.0,1.0,,4.0,,Y,Y,,,,,4.0,1,,,,,Y,,1.0,1.0,1.0,1.0,1.0,The AI wanted to move away from the ghosts if they were changing color.,2.0,Y,,,Y,Y,,,1.0,1.0,1.0,1.0,1.0,Pac man only wants to eat the power pill when the ghosts are close enough to eat.,4.0,Y,,Y,,Y,,,1.0,1.0,1.0,1.0,0.93,The AI agent wants pacman to avoid ghosts and eat regular pills.,3.0,Y,4.0,3.0,4.0,3.0,"I don't think I was very good at understanding the conterfactual images, but I tried.",1.0,1.0,-1.0,1.0,-1.0,1.0,0.91,-1.0,0.97,-1.0,2.0,2.0,2.0,Y,1.0,0.93,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,4.0,Y,1.0,1.0,1.0,0.99,-1.0,-1.0,-1.0,-1.0,0.92,1.0,1.0,1.0,3.0,Y,3.0,2.0,3.0,2.0,no,30.0,714.62,284.93,999.55,1,1,0,1,0,0,1,0,0,0,1,1,1,0,5.0,5.0,4.93,1,3,0,2,1,3,1.8800000000000001,-4.07,1.9100000000000001,14.93,-0.28000000000000025,3.5,2.5,3.0,3.0
24,97,37.0,2.0,,3.0,,Y,,,,,,5.0,2,,,Y,,Y,,1.0,1.0,1.0,1.0,1.0,it wanted to eat the ghosts after getting power pills,5.0,Y,Y,,Y,,,,1.0,1.0,1.0,1.0,1.0,it wanted to get power pills with pacman,6.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,it avoided ghosts as much as possible with pacman,5.0,Y,3.0,3.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Y,3.0,3.0,3.0,3.0,,35.0,183.19,107.22999999999999,290.41999999999996,1,0,0,1,1,1,1,1,1,1,0,0,1,0,5.0,5.0,5.0,2,3,2,2,0,2,10.0,10.0,10.0,15.0,30.0,3.0,3.0,3.0,3.0
25,98,36.0,1.0,,3.0,,Y,Y,Y,,,,6.0,1,Y,,,,Y,,1.0,1.0,1.0,1.0,1.0,"I have no clue. The images don't tell me much of anything and again, the counterfactuals are so poor in quality that they add no information, even if I try to use them.",1.0,Y,Y,,Y,,,,1.0,1.0,1.0,1.0,1.0,"Pacman appears to be going after the power pills here, again I can only really glean information from the original images even though I'm trying to see what the counterfactuals are telling me. But the quality is so bad they're almost useless.",1.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,"I think its trying to avoid the ghosts? It seems to want to move away from the ghosts, as Pacman. But the images are really poor quality and it is very hard to see what is even happening in most of the counterfactuals.",1.0,Y,1.0,1.0,1.0,1.0,"I did not understand the inclusion of the counterfactuals, in the end. I thought there would be some kind of use for them but every single one was just smudged colors and impossible to parse.",1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,1.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,1.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,1.0,Y,1.0,1.0,1.0,1.0,"I have no clue about which ones are actually better, seeing as I basically had no information to base my judgements on. I chose based on how I had judged them, but I would not put any confidence into my guesses at all.",45.0,312.59000000000003,52.57,365.16,1,1,1,1,1,1,1,1,1,0,1,0,0,1,5.0,5.0,5.0,3,3,3,0,2,2,-4.0,-10.0,-10.0,15.0,-24.0,1.0,1.0,3.0,3.0
26,99,51.0,2.0,,2.0,,,Y,,,,,4.0,2,Y,,,,Y,,1.0,1.0,1.0,1.0,1.0,I feel like the pacman is trying to get the blue ghosts quickly before they turn back,5.0,Y,,,Y,,Y,,1.0,1.0,1.0,1.0,1.0,I feel like pacman was focused on eating the power pill to try and eat the blue ghosts,5.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,The pacman was really trying to avoid the ghosts ,2.0,Y,4.0,4.0,4.0,4.0,,0.99,0.94,0.98,1.0,-1.0,0.85,0.59,-1.0,-1.0,-1.0,1.0,1.0,7.0,Y,1.0,1.0,1.0,1.0,0.97,0.95,1.0,0.89,0.87,-1.0,2.0,2.0,6.0,Y,1.0,1.0,1.0,1.0,1.0,0.9,0.93,-1.0,-1.0,-1.0,1.0,1.0,6.0,Y,4.0,5.0,5.0,4.0,,35.0,455.43,154.81,610.24,1,1,1,1,0,0,1,1,1,1,0,0,1,0,5.0,5.0,5.0,2,3,2,2,0,2,1.35,7.68,3.83,15.0,12.86,4.0,4.5,3.0,3.0
27,100,38.0,1.0,,2.0,,Y,Y,Y,,,,5.0,1,,,,,Y,,1.0,1.0,1.0,1.0,1.0,"The ghosts are blue and edible for pacman, so they are trying to head in the blue ghost's direction to eat them.",6.0,Y,,,Y,Y,,,1.0,1.0,1.0,1.0,1.0,Pacman is getting to the power pill so they can eat the ghosts and get more points.,6.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,Pacman is too close to a ghost and is trying to get away.,6.0,Y,4.0,2.0,1.0,3.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,7.0,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,7.0,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,7.0,N,1.0,1.0,1.0,2.0,,50.0,298.03000000000003,74.47,372.5,1,1,0,1,0,0,1,1,1,1,1,1,1,1,5.0,5.0,5.0,2,3,1,3,2,5,-10.0,-10.0,-10.0,15.0,-30.0,2.5,1.25,3.0,0.0
28,101,43.0,1.0,,4.0,,Y,,,,,,4.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,The strategy is to eat the power pills so pac man can pick gather points undisturbed.,5.0,,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,Pac Man's strategy is to collect power pills and eat the blue ghosts.,5.0,,Y,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,Pac Man's strategy is primarily to avoid getting eaten by the ghosts,4.0,,4.0,3.0,4.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,4.0,4.0,4.0,4.0,,25.0,208.45999999999998,114.59,323.04999999999995,1,0,0,1,0,0,1,1,1,1,0,0,1,0,-5.0,-5.0,-5.0,1,3,1,2,0,2,-10.0,-10.0,-10.0,-15.0,-30.0,3.75,4.0,0.0,0.0
29,102,32.0,1.0,,2.0,,,Y,Y,,Y,,4.0,1,Y,,,,Y,,1.0,-1.0,1.0,1.0,1.0,The AI recognizes that the ghosts are blue and is predicting their movement to get closer to them. ,6.0,Y,,Y,,,Y,,1.0,1.0,1.0,1.0,1.0,The AI is trying to predict the pattern of the blue ghosts and moving closer to them. It seems like it also wants to avoid walls where it's movement would be limited.,5.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,The AI has limited options and is trying to hit the ghosts in an attempt to end the game or because it believes they are blue.,2.0,Y,3.0,3.0,4.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,2.0,2.0,5.0,Y,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Y,3.0,3.0,4.0,4.0,,35.0,345.43999999999994,168.79999999999998,514.2399999999999,1,1,1,0,0,0,1,1,1,1,0,0,1,0,3.0,5.0,5.0,2,2,2,2,0,2,10.0,8.0,4.0,13.0,22.0,3.5,3.5,3.0,3.0
30,103,32.0,2.0,,2.0,,Y,,,,,,5.0,0,,,,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,To use the power pills to turn ghosts blue and get the blue ghosts for more points,6.0,,Y,,,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,To use the power pills to turn the ghosts blue in order to score more points,7.0,,Y,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,To avoid the ghosts as much as possible,6.0,,4.0,4.0,4.0,4.0,It was sometimes hard to tell the action that the ai had taken immediately before the screenshot,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,7.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,6.0,,4.0,4.0,2.0,4.0,no,40.0,1215.9099999999999,75.05,1290.9599999999998,1,1,0,0,0,1,1,1,1,1,1,1,0,0,-5.0,-5.0,-5.0,2,2,2,2,1,3,-10.0,-10.0,-10.0,-15.0,-30.0,4.0,3.5,0.0,0.0
31,104,40.0,2.0,,2.0,,Y,,Y,,,,2.0,0,,Y,,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,"This agent seemed more aggressive in going after the blue ghosts, and otherwise seemed to just be trying to clear the board and get all of the little pills taken care of. ",4.0,,,Y,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,It seems like they're just trying to clear the board and avoid ghosts. It moved away from a ghost it could've eaten and was always going towards little dots/pills. ,4.0,,,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,"In every picture, the pacman is running away from an active ghost...so it seems like they must play a very risky style game where they're often close to ghosts and have run away at the very last second, or they're not really paying attention to the ghost until they're right next to it. ",5.0,,3.0,2.0,4.0,4.0,"The order of everything on the page is weird, it seems like the images should've been first on the page, but that's not really important. ",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,,3.0,2.0,4.0,3.0,,30.0,458.48,108.2,566.6800000000001,1,0,0,0,0,0,1,1,0,1,0,1,1,0,-5.0,-5.0,-5.0,1,2,0,3,0,3,-10.0,-10.0,-10.0,-15.0,-30.0,3.25,3.0,0.0,0.0
32,106,45.0,2.0,,4.0,,Y,,,,,,3.0,1,,Y,,,Y,,1.0,1.0,1.0,1.0,1.0,"This AI agent mostly seems to be eating power pills and then going after the blue ghosts in order to eat them, and trying to take the shortest course of action to get one of the ghosts. That being said, the final image isn't one of blue ghosts, so the strategy in this image is different. In this one the motivation seems to be to go after the normal pills and make sure all of those are getting eaten.",5.0,Y,,,,Y,Y,,1.0,1.0,1.0,1.0,1.0,"This AI agent was hard to figure out, and its movements confused me. They are motivated to eat power pellets, but seemed to almost be avoiding things such as cherries and blue ghosts, and going after a power pellet when the ghosts were already blue. They were doing the opposite of what I would expect for game play. ",1.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,"As opposed to the previous AI agent, this one seems motivated mostly by attempting to avoid being eaten. Rather than going after power pellets and blue ghosts, the AI agent is trying to help Pacman avoid active ghosts that are chasing Pacman. Pacman's location to the ghosts was close, so the AI was attempting to make a quick move to get away. In this example, the counterfactual images were very blurry and it was hard to tell what was going on, so they didn't provide a lot of assistance in making a decision.",6.0,N,4.0,2.0,4.0,4.0,"The third AI agent was really confusing, and I don't think I figured that one out, so it's hard to do the ratings above because the first two seemed easier than the third. Best wishes with your research!",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,Y,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,Y,4.0,4.0,4.0,4.0,It was helpful to see my previous explanations for comparing the agents. But I still don't think I got what the third AI agent was doing.,30.0,1002.6500000000001,264.46,1267.1100000000001,1,0,0,0,0,0,1,1,1,1,0,1,1,0,5.0,5.0,5.0,1,2,1,3,0,3,-10.0,-6.0,4.0,15.0,-12.0,3.5,4.0,2.0,3.0
33,108,36.0,1.0,,3.0,,Y,Y,,,,,2.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,They seemed to want to get bonus points from eating ghosts.,6.0,,Y,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,Use power pills when in danger to stay safe.,4.0,,,,Y,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,Use power pellets to eat ghosts for more points.,5.0,,3.0,2.0,3.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,,3.0,3.0,2.0,4.0,,15.0,169.48000000000002,97.59,267.07000000000005,1,0,0,0,0,1,1,0,0,0,1,0,1,0,-5.0,-5.0,-5.0,0,2,1,1,1,2,-10.0,-10.0,-10.0,-15.0,-30.0,3.0,3.0,0.0,0.0
35,114,56.0,1.0,,4.0,,Y,,,,,,4.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,The AI agent is using the power pill to turn the ghosts blue,7.0,,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,The AI agent is using the power pills to turn the ghosts blue but is using the blue time to eat as many normal pills as possible,5.0,,Y,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,The AI agent is doing it's best to avoid getting eaten by the ghosts.,6.0,,4.0,4.0,4.0,5.0,Interesting study,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,,4.0,4.0,4.0,4.0,Fun survey,40.0,590.34,175.9,766.24,1,0,0,1,0,0,1,1,1,1,1,1,1,1,-5.0,-5.0,-5.0,1,3,1,3,2,5,-10.0,-10.0,-10.0,-15.0,-30.0,4.25,4.0,0.0,0.0
36,122,33.0,1.0,,3.0,,Y,,,,,,4.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,"It ate the power pill, then chased and ate some of the ghosts. ",5.0,,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,"It ate a power pill, ate some ghosts, and kept moving along ",4.0,,Y,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,It seemed to try and get hit as much as it could ,2.0,,3.0,3.0,3.0,3.0,no,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,,3.0,3.0,3.0,3.0,,25.0,212.0,60.589999999999996,272.59,1,0,0,1,0,0,1,1,1,1,0,0,1,0,-5.0,-5.0,-5.0,1,3,1,2,0,2,-10.0,-10.0,-10.0,-15.0,-30.0,3.0,3.0,0.0,0.0
37,125,32.0,1.0,,4.0,,,Y,,,,,5.0,2,Y,,,,Y,,1.0,1.0,1.0,1.0,1.0,I think the AI strategy this time was to consume the blue ghosts for points.  On multiple of the scenarios above it seems like the AI is making Pacman go towards the ghosts that have been turned blue from the power pill.,6.0,Y,Y,,Y,,,,1.0,1.0,1.0,1.0,1.0,I believe the strategy the AI agent used was to make Pacman get the power pills so that he can eat the ghosts. ,7.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,I believe the AI agent decided to switch the Pacman with one of the ghosts. I believe this because on each of the above scenarios the counterfactual action seemed to place Pacman from one place to one a ghost used to occupy .,6.0,Y,4.0,5.0,5.0,5.0,None,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,6.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,5.0,Y,4.0,4.0,5.0,5.0,None,50.0,431.53,150.41,581.9399999999999,1,1,1,1,1,1,1,1,1,1,0,1,1,0,5.0,5.0,5.0,3,3,3,3,0,3,-8.0,-8.0,8.0,15.0,-8.0,4.75,4.5,3.0,3.0
39,132,48.0,1.0,,2.0,,Y,,,,,,4.0,1,Y,Y,,,,,1.0,1.0,1.0,1.0,1.0,"For most of them it seems to be going towards the regular pills, but one it doesn't.",2.0,Y,Y,Y,,,,,1.0,1.0,1.0,1.0,1.0,"It's hard to tell, I think it's just going for regular pills, but sometimes it went for a blank space.",2.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,Avoid the ghosts.,1.0,Y,2.0,2.0,1.0,2.0,no,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,3.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,1.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,Y,2.0,2.0,1.0,2.0,,30.0,229.41,75.57,304.98,0,0,1,0,0,1,1,1,1,0,1,1,0,1,5.0,5.0,5.0,1,1,3,1,2,3,-10.0,-10.0,-10.0,15.0,-30.0,1.75,1.75,3.0,3.0
