,id,age,gender,gender[other],experiencePacman,experienceAI2[6],experienceAI2[1],experienceAI2[2],experienceAI2[3],experienceAI2[4],experienceAI2[5],experienceAI2[other],outcomeAI[1],condition,retrospection1[1],retrospection1[2],retrospection1[3],retrospection1[4],retrospection1[5],retrospection1[6],slider0,slider1,slider2,slider3,slider4,Intention1,RetrospectionConf1[predictConf1],UsedCounterfactual1,retrospection2[1],retrospection2[2],retrospection2[3],retrospection2[4],retrospection2[5],retrospection2[6],slider5,slider6,slider7,slider8,slider9,Intention2,RetrospectionConf2[predictConf1],UsedCounterfactual2,retrospection3[1],retrospection3[2],retrospection3[3],retrospection3[4],retrospection3[5],retrospection3[6],slider10,slider11,slider12,slider13,slider14,Intention3,RetrospectionConf3[predictConf1],UsedCounterfactual3,explSatisfaction1[1],explSatisfaction1[2],explSatisfaction1[3],explSatisfaction1[4],comment1,sliderLeft0,sliderRight0,sliderLeft1,sliderRight1,sliderLeft2,sliderLeft3,sliderRight3,sliderLeft4,sliderRight4,sliderRight2,trustPoints1,trustSurvive1,trustConfidence1[confidence1],trustUsedCF1,sliderLeft5,sliderRight5,sliderLeft6,sliderRight6,sliderLeft7,sliderLeft8,sliderRight8,sliderLeft9,sliderRight9,sliderRight7,trustPoints2,trustSurvive2,trustConfidence2[confidence1],trustUsedCF2,sliderLeft10,sliderRight10,sliderLeft11,sliderRight11,sliderLeft12,sliderLeft13,sliderRight13,sliderLeft14,sliderRight14,sliderRight12,trustPoints3,trustSurvive3,trustConfidence3[confidence1],trustUsedCF3,explSatisfaction2[1],explSatisfaction2[2],explSatisfaction2[3],explSatisfaction2[4],comment2,bonus,retroTime,trustTime,totalTime,retrospection1Goal,retrospection1Points,retrospection1Pacman,retrospection2Goal,retrospection2Points,retrospection2Pacman,retrospection3Goal,retrospection3Points,retrospection3Pacman,trustPoints1correct,trustSurvive1correct,trustPoints2correct,trustPoints3correct,trustSurvive3correct,agent1_slider_sum,agent2_slider_sum,agent3_slider_sum,retroScoreTotal,retroGoalTotal,retroPacmanTotal,trustPointsTotal,trustSurviveTotal,trustTotal,trust1_slider_sum,trust2_slider_sum,trust3_slider_sum,retroSliders,trustSliders,explSatisfactionRetroAvg,explSatisfactionTrustAvg,used_Counterfactual_retro,used_Counterfactual_trust
40,133,45.0,1.0,,4.0,,Y,,,,,,4.0,1,,,Y,,Y,,1.0,1.0,1.0,1.0,1.0,get the power pills and hunt ghosts.,5.0,Y,,,Y,,,,1.0,1.0,1.0,1.0,-1.0,to collect power pills. seems to ignore ghosts entirely,7.0,Y,,Y,,Y,,,1.0,1.0,1.0,1.0,1.0,to collect pills and avoid the ghosts,5.0,Y,4.0,4.0,4.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,Y,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,4.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,Y,4.0,4.0,4.0,4.0,,25.0,242.17,184.73,426.9,1,0,0,1,1,0,1,0,0,1,0,0,1,0,5.0,3.0,5.0,1,3,0,2,0,2,-10.0,-2.0,-10.0,13.0,-22.0,4.0,4.0,3.0,3.0
41,134,52.0,1.0,,4.0,,Y,,,,,,4.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,The AI agent's strategy was to chase down the blue ghosts to score points.,4.0,,Y,,Y,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,The AI agent went for the power pills in order to turn the ghosts blue so that it could score points by eating them.,6.0,,Y,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,The AI agent's strategy was to evade the ghosts at all costs.,3.0,,4.0,3.0,4.0,5.0,I have no further comments.,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,7.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,7.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,7.0,,4.0,4.0,4.0,4.0,No further comments,40.0,394.95,144.11,539.06,1,0,0,0,0,0,1,1,1,1,1,1,1,1,-5.0,-5.0,-5.0,1,2,1,3,2,5,-10.0,-10.0,-10.0,-15.0,-30.0,4.0,4.0,0.0,0.0
42,136,39.0,1.0,,2.0,,,Y,,,,,5.0,1,Y,,,,Y,,1.0,1.0,1.0,1.0,1.0,It's goal was to eat as many blue ghosts as possible.,6.0,Y,,,Y,,Y,,0.89,1.0,1.0,1.0,1.0,Eating power pills so it can get the blue ghosts,5.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,0.56,Honestly it seems it's trying to avoid any collision with ghosts at all costs.,5.0,Y,4.0,4.0,4.0,4.0,Seems it was overall trying to win via getting rid of the blue ghosts.,0.86,0.83,0.44,0.59,0.6,0.57,0.68,0.59,0.48,0.66,1.0,2.0,6.0,Y,0.84,0.4,0.85,0.43,0.55,0.67,0.44,0.73,0.32,0.55,1.0,2.0,6.0,Y,0.98,1.0,0.6,1.0,1.0,0.74,0.65,0.67,0.8,0.42,1.0,2.0,6.0,Y,4.0,4.0,4.0,4.0,Quite easy to see the difference between strategies and I think I was accurate.,50.0,232.22,108.47999999999999,340.7,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5.0,4.890000000000001,4.5600000000000005,2,3,2,3,2,5,6.299999999999999,5.780000000000001,7.86,14.450000000000001,19.94,4.0,4.0,3.0,3.0
43,140,40.0,2.0,,4.0,,,Y,,,,,4.0,2,Y,,,,Y,,1.0,1.0,1.0,1.0,1.0,He made his moves based on when the ghosts were blue. ,5.0,Y,Y,,Y,,,,0.79,0.74,0.74,1.0,1.0,He avoided the ghosts and tried to get power pills.,4.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,He tried to escape the ghosts but failed. ,5.0,Y,4.0,4.0,3.0,4.0,,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Y,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,Y,4.0,4.0,3.0,4.0,,50.0,228.54999999999998,158.8,387.35,1,1,1,1,1,1,1,1,1,1,0,1,1,0,5.0,4.27,5.0,3,3,3,3,0,3,0.0,10.0,0.0,14.27,10.0,3.75,3.75,3.0,3.0
45,147,35.0,2.0,,4.0,,,Y,,,,,4.0,1,,,Y,,,,-1.0,-1.0,-1.0,0.55,0.79,to eat ghost by getting power pills,7.0,Y,,Y,Y,,,,1.0,0.85,0.58,-1.0,0.67,to get power pills in order to eat normal pills ,6.0,Y,,,Y,Y,,,0.47,-1.0,1.0,0.66,0.7,to get as many power pills as possible ,4.0,Y,4.0,4.0,5.0,5.0,,0.87,0.54,0.83,0.54,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,4.0,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.55,0.58,0.58,1.0,1.0,4.0,Y,4.0,4.0,5.0,3.0,,15.0,325.93,132.43,458.36,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-1.6600000000000001,2.1,1.8299999999999998,0,2,0,2,0,2,-1.6199999999999997,-10.0,-5.29,2.2699999999999996,-16.91,4.5,4.0,3.0,2.0
46,148,51.0,1.0,,4.0,,Y,Y,,,,,4.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,He went after the power pills in an aggressive strategy to eat ghosts.,6.0,,,,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,He ate the powerpills before trying to clear the maze.,5.0,,Y,,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,"Tried to eat power pills, but seemed on the run",4.0,,4.0,4.0,4.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,,4.0,4.0,5.0,4.0,,30.0,190.76999999999998,104.85,295.62,1,0,0,1,1,0,0,0,1,1,0,1,1,0,-5.0,-5.0,-5.0,1,2,1,3,0,3,-10.0,-10.0,-10.0,-15.0,-30.0,4.0,4.25,0.0,0.0
47,152,46.0,2.0,,4.0,,Y,Y,,,,,5.0,1,Y,Y,,,,,0.68,0.81,0.16,0.49,0.31,To get to the pills and void the ghosts.,6.0,Y,,,Y,,Y,,0.66,0.57,0.49,0.55,0.28,To get to the power pills to chase after the ghosts to get the most points.,6.0,Y,Y,Y,,,,,0.87,1.0,1.0,0.99,0.98,To avoid the ghosts until they reach a power pill.,5.0,Y,5.0,4.0,4.0,4.0,,0.69,0.3,0.26,0.37,0.34,0.61,0.68,0.76,0.85,0.73,1.0,1.0,6.0,Y,0.41,0.28,0.63,0.64,0.4,0.68,0.55,0.47,0.54,0.67,2.0,1.0,6.0,Y,0.36,0.3,0.38,0.27,0.36,0.45,0.45,0.27,0.32,0.39,1.0,2.0,5.0,Y,5.0,5.0,5.0,1.0,,20.0,202.31,584.29,786.5999999999999,0,0,1,1,0,0,0,0,1,1,0,0,1,1,2.45,2.55,4.84,0,1,2,2,1,3,5.59,5.27,3.5500000000000003,9.84,14.41,4.25,4.0,3.0,3.0
48,153,52.0,1.0,,3.0,,Y,Y,Y,,,,3.0,1,,Y,,,Y,,1.0,1.0,1.0,1.0,1.0,it looks like the AI is trying to clear the board of pills by turning the ghosts blue to gain more access to the pills. ,6.0,Y,,,Y,,Y,,1.0,1.0,1.0,1.0,1.0,I suppose the strategy in this scenario would be to eat the power pill to get to the blue ghosts to eat them as well. ,6.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,it seems to me that the goal here was to use the Pacman to avoid the ghosts by using the tunnels more to clear the board. ,6.0,Y,4.0,3.0,4.0,4.0,no futher comments,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,Y,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,7.0,Y,4.0,3.0,4.0,4.0,none,30.0,454.5,113.49000000000001,567.99,1,0,0,1,0,0,1,1,1,1,0,1,0,1,5.0,5.0,5.0,1,3,1,2,1,3,-10.0,-10.0,0.0,15.0,-20.0,3.75,3.75,3.0,3.0
50,158,38.0,1.0,,4.0,,Y,,,,,,3.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,"Again, ghosts are nearly always blue and being sent to the middle, showing that the AI was trying to eat them most of the time.",6.0,,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,"The ghosts are frequently blue, so the AI seems to be targeting them to eat.  Pacman is also frequently at the power pills to turn them blue again.",7.0,,,Y,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,"Since the ghosts are always very close, the AI doesn't seem to be avoiding them.  It only seems interested in going after the pills.  Also, there are never cherries on the screen, so it can't be focusing on them.",5.0,,4.0,4.0,4.0,4.0,no,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,3.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,,5.0,5.0,5.0,5.0,no,20.0,501.48,145.20999999999998,646.69,1,0,0,1,0,0,0,0,0,1,0,1,1,0,-5.0,-5.0,-5.0,0,2,0,3,0,3,-10.0,-10.0,-10.0,-15.0,-30.0,4.0,5.0,0.0,0.0
51,159,31.0,1.0,,4.0,,Y,,,,,,4.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,The AI agent was focused on eating power pills and eating nearby ghosts. They wanted to stay safe by eating power pills and moving around the grid.,6.0,,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,The AI agent was focused on power pill and blue ghosts. They can avoid the ghosts by using the power pills and they can move safely around the grid.,6.0,,Y,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,They were just controlling Pac Man and trying to avoid the ghosts that were chasing them. They were using the tunnel to avoid the ghosts.,7.0,,5.0,4.0,5.0,5.0,No.,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,5.0,,5.0,4.0,5.0,5.0,No.,40.0,351.03,153.56,504.59,1,0,0,1,0,0,1,1,1,1,1,1,1,1,-5.0,-5.0,-5.0,1,3,1,3,2,5,-10.0,-10.0,-10.0,-15.0,-30.0,4.75,4.75,0.0,0.0
52,164,33.0,2.0,,4.0,,Y,,Y,,,,4.0,2,,Y,,,Y,,1.0,1.0,1.0,1.0,1.0,The AI agent wanted to eat small pills that would give it points and it also wanted to eat blue ghosts that would give it even more points.,6.0,Y,,Y,Y,,,,1.0,1.0,1.0,1.0,1.0,"The strategy of the AI agent was to eat large pills that gave the most points. Secondly, the agent also wanted to eat small pills that also gave points. Thirdly, the agent wanted to avoid ghosts that would make it die.",6.0,Y,,,,Y,,,1.0,1.0,1.0,1.0,1.0,The AI agent wanted to avoid green ghosts that would make it die.,5.0,Y,4.0,3.0,3.0,4.0,None,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,4.0,Y,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Y,0.92,0.88,0.94,1.0,1.0,0.84,1.0,0.97,1.0,1.0,1.0,1.0,4.0,Y,4.0,3.0,3.0,4.0,None,30.0,503.92,211.3,715.22,1,0,0,1,0,0,1,1,0,1,0,1,1,0,5.0,5.0,5.0,1,3,0,3,0,3,-8.0,9.98,9.55,15.0,11.530000000000001,3.5,3.5,3.0,3.0
53,167,36.0,1.0,,4.0,,Y,,,,,,6.0,1,,Y,,,Y,,1.0,1.0,1.0,1.0,1.0,The AI was trying to get the blue ghosts and the normal pills,7.0,Y,Y,,Y,,,,1.0,1.0,1.0,1.0,1.0,The AI was trying to get the power pill and avoid the ghost,6.0,Y,Y,,,,,,1.0,1.0,1.0,1.0,1.0,The AI agent was trying to survive by avoiding the ghosts,7.0,Y,4.0,4.0,3.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,2.0,6.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,Y,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,Y,5.0,4.0,3.0,4.0,i think one AI prioritizes survival and the other points,40.0,332.38,235.42000000000002,567.8,1,0,0,1,1,1,0,0,1,1,1,1,1,1,5.0,5.0,5.0,1,2,2,3,2,5,8.0,10.0,8.0,15.0,26.0,3.75,4.0,3.0,3.0
54,170,50.0,2.0,,3.0,,Y,,,,,,4.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,"The AI is trying to eat the power pills, turn the ghosts blue and eat them so that they are out of the way and Pac Man can clear the pills from the board.",7.0,,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,the AI agent is eating the power pills first to turn the ghosts blue and eat them so that the Pac Man has more time to eat the normal pills and clear the board.,6.0,,Y,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,The AI agent is using the tunnels to slow down the ghosts so that it can clear the normal pills and power pills from the board. By slowing down the ghosts Pac man can clear the board without being eaten.,5.0,,5.0,4.0,4.0,5.0,The images were helpful for determining the strategy.,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,,5.0,4.0,5.0,5.0,the images were helpful for making my decisions,30.0,557.59,161.9,719.49,1,0,0,1,0,0,1,1,1,1,0,1,1,0,-5.0,-5.0,-5.0,1,3,1,3,0,3,-10.0,-10.0,-10.0,-15.0,-30.0,4.5,4.75,0.0,0.0
55,171,34.0,1.0,,2.0,,Y,,,,,,5.0,2,,Y,,,Y,,1.0,1.0,-1.0,1.0,1.0,"This agent's primary goal is to chomp up the ghost baddies, and it displays some talent in predicting where the ghosts will be. In order for the counterfactual statement to be true, it will do things such as assume it's gobbled up the ghost baddie already in its path so it's free to move in the prompted direction, or moving the ghost baddies TO the prompted direction so it would make more sense for it to move there. This agent knows how to play the game",5.0,Y,Y,Y,,,,,1.0,1.0,1.0,1.0,1.0,"It's very hard to make sense of what the AI is doing to make the counterfactual statement true. Most of the time it results in pacman simply disappearing from the game altogether. It did not seem to be attempting to change the situation so that it would be in the path of a pill, or gobble a ghost. It's answer was just to kind of do nothing or poof altogether. Very confusing behavior and I can't make sense of it.",1.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,"The only conclusion I can draw is that this AI isn't aware of how pacman works? It knows to avoid ghosts, but when you prompt it to 'move up' instead of 'move down', it's action becomes a paradox. It can't move up without dying. So... it seems to just magically teleport itself across the entire map into a position where it can move up (and away from a ghost). This one is very confusing to me. Every single counterfactual image is just an image that defies all sense of logic in the rules of the game and involves pacman warping great distances to make the moves. Maybe I'm misunderstanding something, but it seems this agent is incapable of sticking to the prompt without breaking the laws of the game itself.",1.0,Y,2.0,2.0,2.0,2.0,"Most of the counterfactual images were very difficult to discern any sense of logic or reasoning in. Sometimes pacman just vanished or the details became too murky to understand what was going on. Often the AI seemed to be making the most obscure choice to make the prompt true, or simply didn't make the prompt true at all. I don't know if I was just haivng trouble interpreting or if it was meant to be like this, but I sure did try.",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,Y,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,Y,2.0,2.0,2.0,2.0,"Nothing distinct from the last time I answered this form! The images haven't changed and neither has my interpretation, except that I'm slightly more forgiving of the first agent I assessed.",30.0,980.6999999999999,140.59,1121.29,1,0,0,0,0,1,1,1,1,1,0,1,0,1,3.0,5.0,5.0,1,2,2,2,1,3,-10.0,-10.0,6.0,13.0,-14.0,2.0,2.0,3.0,3.0
57,173,35.0,1.0,,4.0,,Y,,,,,,4.0,1,,,Y,,Y,,1.0,1.0,1.0,1.0,1.0,THe AI agent moved to eat nearby blue ghosts or a power pill if the ghosts were normal.,5.0,Y,,,Y,,,,1.0,1.0,1.0,1.0,1.0,The AI agent attempted to move towards a power pill if one was nearby. It did not consistently change any strategy based on any other objects.,2.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,The AI agent consistently made moves in a direction to avoid ghosts.,6.0,Y,4.0,3.0,2.0,5.0,No.,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,Y,0.67,0.46,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,Y,4.0,2.0,3.0,4.0,No.,50.0,486.63,187.25,673.88,1,0,0,1,1,0,1,1,1,1,1,1,1,1,5.0,5.0,5.0,2,3,1,3,2,5,6.0,3.13,10.0,15.0,19.13,3.5,3.25,3.0,3.0
58,174,43.0,2.0,,3.0,,Y,Y,Y,,,,3.0,0,Y,Y,,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,Pacman was trying to eat the pills. ,7.0,,Y,Y,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,Pacman is trying to stay away from the blue ghosts to eat the pills.,7.0,,Y,,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,The pacman is trying to get away from the ghosts. ,4.0,,5.0,5.0,3.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,5.0,5.0,3.0,5.0,,15.0,248.10999999999999,146.37,394.48,0,0,0,0,0,1,0,0,1,0,1,0,1,0,-5.0,-5.0,-5.0,0,0,2,1,1,2,-10.0,-10.0,-10.0,-15.0,-30.0,4.5,4.5,0.0,0.0
59,176,43.0,1.0,,3.0,Y,,,,,,,4.0,0,,Y,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,To collect all of the pills and to stay away from the ghosts.,5.0,,,Y,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,That way you can get the power pills and kill the ghost.,4.0,,,Y,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,To get all of the pills and to keep away from the ghost.,7.0,,4.0,4.0,3.0,4.0,no,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,3.0,,3.0,5.0,2.0,4.0,no,20.0,348.05,133.99,482.04,0,0,0,1,0,0,1,0,0,0,1,1,1,0,-5.0,-5.0,-5.0,0,2,0,2,1,3,-10.0,-10.0,-10.0,-15.0,-30.0,3.75,3.5,0.0,0.0
61,181,42.0,1.0,,3.0,,Y,,,,,,4.0,2,Y,,,,Y,,1.0,1.0,1.0,1.0,1.0,The AI agent will actively pursue blue ghosts,5.0,Y,,,Y,,Y,,1.0,1.0,1.0,1.0,1.0,The AI agent will attempt to get a power pill and then pursue the ghosts while they're blue,5.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,The AI agent will move away from ghosts at all times,6.0,Y,4.0,3.0,4.0,3.0,It was sometimes hard to see where pacman was in the counterfactual images,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,6.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,7.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,6.0,Y,4.0,3.0,4.0,3.0,,45.0,367.85,72.68,440.53000000000003,1,1,1,1,0,0,1,1,1,1,1,0,1,1,5.0,5.0,5.0,2,3,2,2,2,4,-10.0,-10.0,-10.0,15.0,-30.0,3.5,3.5,3.0,3.0
62,182,38.0,2.0,,2.0,,,Y,,,,,3.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,Earn points by eating ghosts,3.0,,,Y,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,I believe they are simply using the super pills in order to be safe to get as many regular pills as possible.,4.0,,,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,trying to avoid the ghosts,4.0,,2.0,2.0,5.0,2.0,It was hard to make any determinations definitively.,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,,2.0,2.0,5.0,2.0,no,40.0,613.0699999999999,145.32999999999998,758.3999999999999,1,0,0,1,0,0,1,1,0,1,1,1,1,1,-5.0,-5.0,-5.0,1,3,0,3,2,5,-10.0,-10.0,-10.0,-15.0,-30.0,2.75,2.75,0.0,0.0
63,183,42.0,2.0,,3.0,,Y,Y,,Y,,,4.0,1,,,,,Y,,1.0,1.0,1.0,1.0,1.0,It's primarily trying to catch blue ghosts. ,4.0,Y,,,Y,,Y,,1.0,1.0,1.0,1.0,1.0,It looks like the AI is primarily trying to eat the power pills and catch the blue ghosts. ,3.0,Y,,,,Y,,,1.0,1.0,1.0,1.0,1.0,The AI was focused on avoiding the ghosts. ,4.0,Y,3.0,2.0,4.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,Y,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,4.0,Y,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,5.0,Y,3.0,3.0,4.0,3.0,,40.0,3569.25,719.75,4289.0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,5.0,5.0,5.0,2,3,0,2,1,3,10.0,-6.0,-2.0,15.0,2.0,3.0,3.25,3.0,3.0
